review_text,review_posted_date,review_header,review_rating,review_author
Good phone.only the problem is its back panel is very soft and an get scratches.,30 Nov 2017,Good phone. only the problem is its back panel ...,4.0 ,Amazon Customer
"This is detailed comparison between iPhone 8, X, XS & XR, after using each of them for a month. @ I am also stating the detailed battery performance of each phone. This is a long review, but its worth if you willing to spend your hard earned money. BUILT QUALITY : -------------------- # iphone 8 and XR have glass front and back, ringed with metal frames (aluminum), which looks more premium and worth the price you pay. But also are susceptible to easy damages. # iphone X and XS are made of stainless steel, which don't appears that luxurious comparatively, but are more sturdier and less prone to damage compared to 8 and XR. # Among all iphone 8 is lightest and XR heaviest, with X and XS being almost similarly weighed. # To me in this parameter, iphone 8 seems the better choice. DISPLAY : ----------- # iphone 8 has smallest display(4.7"") and XR the biggest(6.1""), with X and XS with same size(5.8""), so is the screen to body ratio. # Display resolution of X and XS is same and the best amongst all, while 8 and XR is same and lowest ( NOT even FHD ). Similarly, X & XS have OLED, while 8 & XR have LCD :P # According to my usage I found X & XS to be much better value for money in terms of display quality. SYSTEM PERFORMANCE : ----------------------------- # I noticed XS performing slightly better than XR, though both of them have same processor. Followed by X and 8. # If you are normal user like me then you wont mind using iphone 8 over XS, as 8 can do everything that XS can easily. # I found X to be better value for money in this segment. BATTERY PERFORMANCE : ------------------------------ # All 4 phones are equipped with fast charging, wireless charging. # XR use to last over 20 hours with normal multitasking, with 4G ON continuously all the time. *XS use to last between 16-18 hours, X did 14-15 hours and 8 use to lasts upto 12 hours. # With Heavy multitasking, XR lasted over 11 hours, XS did over 9 hours, X lasted over 8 hours and 8 lasted upto 6 hours. # Certainly XR outshines others in battery performance. CAMERA : ----------- # In this segment, I noticed iphone X to be the best among all when using Rear camera. * Colours are more punchy and true to real. Night time photography is also excellent. # XS sometimes does better over X, but not always. # Front camera of X, XS and XR are same and performs almost similarly. # Each one supports 4K, OIS, slow motion. PRICE (64GB) : --------------- 8 - Rs.55K X - Rs.75K XR - Rs.77k XS - Rs.99K # Here certainly 8 is winner :P P.S: you get a physical home button on iphone 8, which certainly comes handy. VERDICT : ----------- After using each phone, I can conclude that if you are tight on budget then going for iphone 8 is best choice. If you have 80k to spare, then certainly go for iphone X. And if budget is not in your dictionary, then certainly go for iphone XS. To me iphone XR is not worth the price at all, except the battery performance, it doesn't have any noticeable parameter. If you already own a iphone 7, then don't upgrade unless, you have money to waste. If you have 6s or below, then only go for upgrade. Hope this review helps.",30 Nov 2017,comoarisn of all the iphones till XR,5.0 ,Sayantani
i9 have compared it with my mate 10 pro it is not like huawei mate 10 . but it is great loking. if u want passion and style then go for mate 10 pro,04 Apr 2018,... it with my mate 10 pro it is not like huawei mate 10,1.0 ,nirmalya Roy
"One of the best mobile . Design and build quality awesome. It is beyond your imagination , if you have spent 90000 for mobile ,just go and buy.",30 Nov 2017,It's beyond your imagination .,5.0 ,Amazon Customer
not realy good. It is abad product,12 Mar 2018,Bad product,2.0 ,Prahlad mahato
Oh my God I can buy realme1 phone for 14k which has 6gb ram and 128gb memory why would anyone buy this iphone. If you are smart u will buy phone that has better specs,03 Aug 2018,Waste of time iPhone is a primitive phone,1.0 ,honesh
Go for 5T instead....,17 Dec 2017,Two Stars,2.0 ,Amazon Customer
Not worth the price...the steel frame around the phone has scratches in just 20 days of use.And for 1 lac Rs phone the quality is not up to the mark,30 Nov 2017,Not worth the price... the steel frame ...,2.0 ,DINESH PANWAR
One lakh for an emoji machine seriously? 5t is way better at less than half the price,03 Dec 2017,5t is way better at less than half the,1.0 ,Krishna sasank
Apple is becoming a troll product nowadays seriously no phone is worth 89k !!! THE END IS NEAR :D,04 Dec 2017,MEANWHILE Apple BE LIKE Im the best! ONEPLUS: you gotta be kidding,1.0 ,Sachin
Good Product with Hefty Price Tag.,10 Dec 2017,Good Product with Hefty Price Tag.,3.0 ,Swithin
Too expensive,10 Dec 2017,Expensive is the only word. Foolish is the next,1.0 ,Abhi
This phone great I was going to market and I have lost the mobile I got my mobile by the iphone app trace,01 Dec 2017,This phone great I was going to market and I have lost ...,4.0 ,Saurabh
U can buy one plus 5t,30 Nov 2017,One Star,1.0 ,manjeshwar
I dnt like this phone...,13 Dec 2017,One Star,1.0 ,Amazon Customer
Better buy Android mobile rather then wasting huge amount on same specs,30 Nov 2017,Three Stars,3.0 ,shivkanth patil
Overpriced phone and not good specs,30 Nov 2017,One Star,1.0 ,Naresh jain
"Faulty touchscreen of the device, contacted Amazon customer care for device replacement (as per replacement policy within 7 days against manufacturing defects). But Amazon suggested me to visit the nearest apple service center for repair/replacement as per Apple policy. I have submitted my device on 18.10.2018 to apple care and waiting for their action for repair or replacement. Surprising to know that Amazon maintains this dual policy for mobile devices when it comes to Apple products. Pathetic, now my brand new device is submitted to Apple car and I have to wait for 7 days. Amazon you need to understand that customer satisfaction is of utmost importance, just increase numbers on the sales charts doesnt make you big.",19 Oct 2018,Faulty device delivered,1.0 ,vivek bohra
I bought this phone for just camera.I travel a lot and like a handy camera.This serves the purpose I had option of Xr & X but I wanted a balance between screen and camera.Also I got it for 62k.,02 Nov 2018,Well balanced phone.,5.0 ,MonVic
"The great thing about the phone is ease of use and superb camera. The pictures are awesome the quality of voice is great and a superb ease of use. After moving away from iPhone for 3 years and been struggling with Andriod it was nice to be back with iPhone X Was super excited when I open the box and get it ready to use, the features are awesome and been great responsive. Took photos, shoot video's and everything is fine The fourth day I realised the setback with the phone, the screen started having hairline scratches and thats where I realised what apple said about the toughest glass ever in smartphone statement is not correct. I was so upset to see a 75k phone screen scratches in a week. Went to iPhone store and to my surprise they say its a common complaint and suggested to put a screen guard. What a stupid thing from Apple to sell such and expensive and so poor quality screen. My 15K Motorola phone ever after an year of usage had not a single scratch. I strongly recommend to put screen guard on day 1 even though it looks ugly. such a shame from apple to build so low quality screen",09 Nov 2018,An expensive phone with great features but a weak build,2.0 ,Amazon Customer
"Damaged product, dust particles getting inside the chassis of the phone. I have to give it to repair now and amazon replacement is event working. 3 days since purchase and this overhead. Update: Apple won't take it for repair if there isn’t any hardware problem. Apple told me to get a replacement since Amazon is not their authorized seller, it will be handled on amazon's side. Update: Amazon sent an inspection Unprofessional and looks like he wasn't even qualified. I can see the defect clearly, but he is being adamant, that it's supposed to be like that? When I asked if the back panel of iPhone X is steel or glass, he was stammering, and only after looking realized that the back is glass panel. Underqualified and unprofessional inspection, taking pictures of the phone which was not even focused, so basically taking a blurry photo on an inspection, speaks volume about his capabilities. Horrible experience, I have to get another inspection, because of their incompetence. Update: received my replacement today and so satisfied to see the defect no more there. What a headache, finally over.",30 May 2019,Faulty but got replacement.,3.0 ,Abdul Rehman Khan
There are 2 typea of phone 1st is Phone and 2nd iPhone. No comparison between them. kahi suni bato pe na jana kabhi jiski aukat nahi hai iPhone Kharidane ki wo bekar hi bolta hai. sach mei . such a awesome mobile. must buy.,24 Jan 2019,Awesome Phone Ever.,5.0 ,Amazon Customer
"One of the best smartphones...Apple is known for making top notch phones. Best in class camera, excellent speed, no lag. Battery is good. One time full charge can get you through the day and it also depends upon your usage...sometimes I take my phone 100% charged in the morning and it goes through the whole day and sometimes 7-8PM in the evening. Definitely a GO AHEAD for this phone from my side.",28 Mar 2019,After a week’s usage.,4.0 ,A.R. R.
"ordered it for a friend of mine after using it all i can say is Apple face id is a bit slow apart from that camera display are all ""top notch"" 😋 @ 70k with cash back this was a great deal and so was the 256gb variant @80k excluding cashbacks... iPhone XS iPhone XR have faster face id and a better camera for people who wish save some money the iPhone X is an excellent device....",24 Oct 2018,64 GB @ 70k and 256 GB @ 80k why not....,5.0 ,Ben
"After using android it takes few days to get used to the IOS however there are certain options where we can't change...like camera and flashlight buttons on the lock screen, honestly it's only the brand that's been hyped by the people...we can get a powerful android phones for half of the money with more features and durability and more importantly best battery life.",28 Jan 2019,Sturdy and good phone.,5.0 ,MS
"Was skeptical to buy, but googled and found Appario Retail is Patni group company and Amazon has investments. Thanks to SBI and Appario Retail, Amazon for the good price offer. I got instant discount of 2000 and Amazon Pay cashback of 1000, awaiting for SBI cashback of 6000, then finally it will be 71K. The best part is free EMI but I haven't availed it though. Specs and usability no need to review.",18 Oct 2018,Good Purchase at great price,5.0 ,venkat
iPhone X doesn't need any review. My husband is using the phone and its the best in the market.,20 Mar 2019,Fantastic,5.0 ,Raksha
"Dil, jigar, kidney, liver sold and only then i could afford it😂",19 Jan 2019,"Have kidney, will buy!",5.0 ,GamersGameOver
iPhone the Name is enough. It is the world that follows iPhone . And if you talk about a notch it is exactly a defined programmed screen designed . Not like Samsung or One plus who’s picture part gets inside the Notch,24 Jan 2019,iPhone X King of all notch phones forever,5.0 ,kratik thakur
"A gorgeous phone with a nice screen. Upgraded from iphone 6 and it stands up to the expectations. With daily normal usage (no games), the battery lasts for more than 24 hrs and it lasts till the next day afternoon. Overall a nice buy.",22 Jan 2019,Great phone!,5.0 ,Kaushik
"Within the usage of the first few days, developed a big scratch on the screen. Now have a screen guard placed and a silicone cover for the protection. Apple X performance is as expected. Battery life should be much better for a phone with this price band.",07 Dec 2018,Great Product!!,4.0 ,Akash Misra
"1. Wait for festive offer. 2. I got it for 73,000 appx Yes 256GB 3. Appx 5500 for old phone’s exchange.",18 Dec 2018,"Wait for offer-79,999-256GB",5.0 ,shreyas
Awesome ... enjoying the superfast RAM overall product recrived as per expectation. Delivery time was super fast . Thank you Amazon!,11 Jan 2019,Super!,5.0 ,**
First I was very confused when I order the product and read the reviews but when I got the product I was more than happy to receive. Without a doubt go and buy it with free mind.,26 Jul 2019,Very happy with the retailer and amazon,5.0 ,Nishant Rampal
The processor is crazy fast. The camera is ok as compared to my previous phone(pixel2). I got it for 69990 from amazon on great Indian sale so for that price it’s a great bargain.,28 Apr 2019,Strictly for iPhone users,4.0 ,shivakumar
"I think the iPhone is the best consumer product ever. That's what I feel about it. And it's become so integrated and integral to our lives, you wouldn't think about leaving home without it.",14 Dec 2018,"""If you don't have an iPhone, well, you don't have an iPhone""",5.0 ,KAUSH
If u wana to purchase iphone x .. first go for 5t .. it is third class phone with overprice ..,14 Dec 2017,Overprice,1.0 ,Sukhpreet Singh
Why does you waste your money on this phone. It was build in nearly₹20000 and all other money is Apple's profit.,30 Nov 2017,Don't waste your money.,1.0 ,FIRDOUS A.
"Not fast,7 plus is good",30 Nov 2017,Two Stars,2.0 ,Amazon Customer
bad phone s8 is better,30 Nov 2017,One Star,1.0 ,Sarthak
Vivo V7 plus have better face ID in iPhone x,12 Feb 2018,One Star,1.0 ,Anil Sharma
"Very Very Very CHEAP, HATE IT.",05 Dec 2017,😬😂,1.0 ,😬🙂
Very costly,10 Dec 2017,One Star,1.0 ,Shubham Dhyani
Very bad Worst iphone ever,10 Dec 2017,Worst,1.0 ,mohammed a.
Meh!! This phone is too cheap apple. Make some expensive phones.,05 Dec 2017,Too cheap for a filthy rich person like me.,1.0 ,Aditya Chaudhary
One of the worst phone I have ever seen in my life..... Rediculous and third grade catagory.,30 Nov 2017,One Star,1.0 ,Sher khan
Can’t replace any mobile to I phone branded one time investment too much costly but good forever,21 May 2019,Gooooooood 💕🥰,5.0 ,Madhukar Raj
I have always been an iPhone user and this was an upgrade from my iPhone 7. The best that I like about the iPhone X is the battery and camera.,06 Apr 2019,Fantastic phone!,5.0 ,Frequent Amazon Buyer
Apple is Apple,23 Sep 2018,Indeed - 5 star product,5.0 ,Sandeep Srivastava
It's expensive. But the features shown/given are satisfactory to what they have claimed for.,25 Feb 2019,Nice,5.0 ,KARTHIK
"My first iPhone ever. Amazing experience as I expected. Reviewing after 3 month. Battery backup, camera, and screen all are amazing.",28 Dec 2018,Nice and ultimate one📱,5.0 ,Vinod Sahu
Great In Every Aspect,12 Oct 2018,Thumbs Up,5.0 ,Jatin Sai Jaggi
Like it and love it.thanks for the deal.,26 Jan 2019,Love it,5.0 ,Anil
One of the best out there.,17 Jun 2019,An iphone’s An iPhone,5.0 ,Abhishek
Some of the offers like the screen replacement warranty card not provided despite repeated requests,07 Dec 2018,Offers attached to IPhone purchase,3.0 ,Amazon Customer
Flawless experience using Iphone x,29 Nov 2018,Flawless experience using Iphone x,5.0 ,Arvind
One of the powerful device with amazing technology.,14 Nov 2018,In love with it,5.0 ,Anshul Thakral
The Best performance in all aspects,17 Feb 2019,Apple is Apple,5.0 ,S. Lalitkumar
Amazing product,16 Nov 2018,Amazing product,5.0 ,amit Wilson
Excellent product,11 Oct 2018,Excellent product,5.0 ,k
Excellent,04 Dec 2018,Excellent,5.0 ,dr s p mehta
👍👍👍,23 Nov 2018,👍,5.0 ,ABG
Cardboard Box was broken but the contents were safe,03 Dec 2018,Nice,5.0 ,Sonia
Only buy it from appario or cloudtail rest an apple is an apple,22 Oct 2018,Got the 256 gb for 79 k during the sale,5.0 ,Saurabh Sarkar
"Great piece of toy , being an apple fan worth it for 70k not for 90k Happy",14 Dec 2018,Great price,5.0 ,chitta ranjan
Good but not value for money,01 Mar 2019,Good but not value for money,5.0 ,Ashhar Hasan
Apple’s worst battery life..Otherwise good product,11 May 2019,Not the best iphone,5.0 ,Capt.Jones
Superb,05 Dec 2018,Nice one,5.0 ,Naveed
Genuine quality by Apple,22 Jun 2019,Superb series iPhone,5.0 ,Prabhu Shivanna
"It's a brilliant phone, at an unbelievably inflated price.",03 Jan 2019,"Brilliant phone, eye-watering price",4.0 ,PS
Working fine,14 Dec 2018,Nice phone,5.0 ,Ashutosh
"Nice upgrade from iPhone 7+, good pic quality.",26 Jan 2019,iPhone X - Nice buy,4.0 ,Amazon Customer
"Good design, just love it.",31 Dec 2018,Absolutely good!,5.0 ,Saurabh Bhasin
Price is high but worth every penny.,04 Nov 2018,The next generation of iphones,4.0 ,vipin
Overall good battery life and awesome camera quality.,24 Nov 2018,Excellent phone,5.0 ,rohit raman
Undoubtedly the best smartphone though overpriced,26 Oct 2018,Simply superb,5.0 ,Amazon Customer
This is what i have experienced within use of one week: 1. The screen freezes and the phone becomes unresponsive at times. 2. The fast charger doesnt work it takes upto 3-4 hours for complete charge. 3. Cannot take calls as the phone freezes. 4. While on call voice disappears from the earpiece have to use the loud speaker to talk.,25 Oct 2018,Cons of iphone x,2.0 ,Karan
"I bought Iphone X in August and while i was using it , it felt down from the chair . The Screen got Cracked in the top of the mobile . When i took it service center in Chennai , they asked for 27000 INR for repair . The same i took it another Authorised Premium service Center They have asked for 30000 INR . Each service center is quoting different pricing for the same Iphone Screen . There is no uniform pricing for the repair services. So, never trust Apple products and buy . Instead you can buy better brands for lot more cheaper and better quality & Service back up . I Stopped using Apple products after their irregular and high level of arrogance attidtude of Service center . They behave like as if they come from USA . DONT BUY APPLE ... THERE ARE MANY ORANGES IN THE MARKET .",01 Apr 2019,Screen Crack in 6 Months & Very Expensive for replacement of Screen,2.0 ,Rahumathullah
"The iPhone X was Apple's long due overhaul of the whole iPhone lineup which promised to completely rebuild the foundation of iPhone's design language. Boy, did they deliver! The iPhone X is an excellent smartphone with little to no cons, but isn't that to be expected when we're paying a whopping Rs 74,000 for last year's phone. Let's get into the details. Hardware The iPhone X still looks and feels as premium as a smartphone could possibly feel. The build of the phone is very, very fine tuned with proper attention to detail. The buttons are responsive and provide a satisfying tactile feedback. And since the iPhone XS and XS Max have the same design essentially, the iPhone X is still the latest and most premium iPhone design in the market today. When you hold the iPhone X in your hand, the stainless steel frame and glass front and back combine to give you a feeling of luxury. It is a bit slippery, but a joy to use case free. Software Like every other iPhone, iPhone X runs iOS 12 now and as expected it is still blazing fast with no stutters, lags or app crashes experienced. If you're someone who likes to tinker their devices, iOS can get pretty boring pretty fast because the customisation options are pretty much non-existent. However, the advantage to this close walled approach of Apple is that the software experience is extremely polished and refined. The quality of third party applications is also significantly better than Android. The gesture based navigation system is something that takes getting used to, especially if you're coming from a home button iPhone, but you get used to it in a couple of hours. As with all iPhones, you can expect regular software updates for at least the next 3 years and maybe even more. If you're okay with the lack of customisability on iOS, there is practically nothing to dislike about this software experience. Display Oh my, what a gorgeous panel. Apple has used, for the first time, an AMOLED Samsung panel on the iPhone X. It is gorgeous and a huge step up compared to previous iPhones with LCD screens. Rich and bright colours, crisp text and sharp details. Absolute joy to use this display. Speakers Again, excellent speakers. One earpiece and one bottom speaker unit. They give off a decent audio experience with clear vocals and average treble. The tweeter is surprisingly good but you can not expect a lot of bass on such a small unit. All in all, great speakers. Camera Typical iPhone camera experience here. Takes amazing pictures with good detail but natural and a bit dull colours. Click away to your heart's content and then later edit them with filters to get the extra pop if you're into that sort of thing. I'm a huge fan of the iPhone video camera. It simply bests any other smartphone when it comes to video recording. The image is stable and smooth when you turn on the 4K 60fps setting. The portrait modes are okay on both the front and rear facing cameras. Not nearly as perfect as the experience on the Google Pixel. Still beats the rest of the crowd though. Conclusion Now you may ask, what is the con here? It's the price. At Rs 74-75,000 the iPhone X is crazy expensive for a smartphone that came out last year. The iPhone XR at Rs 54,000 further makes the iPhone X a hard recommend. My advice would be to get a XR in most cases, but if you have to have the better design and display without spending Rs 90,000 for the XS, get the iPhone X. Still a stellar device which comes as close to perfection as any smartphone can.",10 Apr 2019,iPhone X,4.0 ,Rohan Bhateja
"This iphone brings a revolution to all iphones before it , with its newer ui , beatiful oled display ( first of its kind in an iphone ) , new and more modern design Pros Its compact Nice battery Great cameras Fast processor Great ram management Beautiful display A very fine tuned os Face id is so convinced Cons Camera struggles in low lights and portrait",28 May 2019,Almost perfect,5.0 ,Arnav Kathuria
"Well, this phone should be advertised for either elderly or kids. Relatively No practical use for people on move in day to day life. I have a pixel and this. For me setting up appointments with notes and reminders to playing songs on any app i want is a piece of cake with pixel ( google assistant) but Siri is plain dumb and bad part is, there is no cure. If you were using android, forget your whatsapp chat history so far. All in all, its a user friendly phone (probably with elderly and kids on mind) but voice and usability as compared to its fair options is piece of shoe. ;-)",07 Jun 2019,Pixel is better?,2.0 ,Kiranisht
I am using iPhone more than 4 years and ome thing I must say Apple after sale service is one of the best.I have never faced any problem so far. I have never purchased iPhome online because fear of clone phones. So if any body facing any issue with iPhone X then you should not worry. Go to any Apple service center and you will get the best service.If the problem can't be solved then they will replace the phone with a brand new phone but it must be in warranty.,11 Dec 2018,Best and secure Phone by Apple.,5.0 ,Saroj Kumar Pradhan
"Hello everyone... I had to sell both my kidneys for this wonderful phone. Now I'm on dialysis bed while typing this review.. Enjoying this phone very much in the hospital. I asked it to find a good wife for me, but Siri got jealous I think. She's no longer talking to me.",30 Mar 2019,Good phone in exchange for kidneys,5.0 ,Dr. S
"loving the face ID technology. So intuitive, its worth an upgrade from iphone 7 plus. Go for it if the budget permits.",03 Jun 2018,"loving the face ID technology. So intuitive, its ...",5.0 ,Go Digital
camera quality is amazing and its with super clear display with powerful battery backup i just love these features HDR recording and slowmotion camera i will recommend this iphone to everyone,04 Jun 2019,best product,5.0 ,Akshay
"Face id, camera display is best Best performance But price is high",04 Jun 2018,Best performance,4.0 ,Rajesh
Best phone in the market. No complains,25 Feb 2019,Best,5.0 ,Ramesh
Nice product,17 Dec 2018,U never miss this opportunity,5.0 ,BASABATTINI MUNIMANI
"Bought it on amazon during GreatIndianSale for a total discount of 25k, yes can you imagine!",25 Jul 2019,Unmatchable,5.0 ,Shakti Kumar
"Phone is extraordinary, glad to experience iOS on iPhone X!!!",18 Oct 2018,"iPhone x, awesome phone.",5.0 ,Somashekhar
It’s a year now using the phone no issues,21 May 2019,Best service,5.0 ,Swapnali
Absolutely cool,06 Apr 2019,Great buy,5.0 ,Amazon Customer
The experience with this iPhone is truly amazing. The feel and usage experience is extraordinary.,06 Nov 2018,Truly Spectacular,5.0 ,Shivam
Apple 🍎☺️,07 Jul 2019,Iphone 📱 H To Shi H🤪,5.0 ,Y.B
"The most sexiest Apple iPhone ever. The screen is superb, satisfaction build quality. You will love it, that I can assure you.",11 Nov 2018,Sexiest iPhone ever,5.0 ,Amazon Customer
Hands down quality !,12 Dec 2018,If you want quality get this phone,5.0 ,RF
Beast h ye,12 Dec 2018,Beast,5.0 ,Nishantox
Nice,21 Mar 2019,Nice,5.0 ,Amazon Customer
Good product as compared to all brands,19 Nov 2018,Nice and durable product,5.0 ,Akash Borya
Worth it. 5/5,28 Mar 2019,Best phone in the market.,5.0 ,Harshitruniwal
Best by Apple as usual.,14 Jun 2019,Go for it. It justifies your hard earned cash.,5.0 ,amandeep singh
Good deal with nice quality,29 Nov 2018,iPhone X,5.0 ,Amazon Customer
It’s excellent product,09 Dec 2018,Product delivery,5.0 ,sharath
Good,26 Jun 2019,Good,5.0 ,Amit khot
good,05 Apr 2019,good,5.0 ,Amazon Customer
"Got for 69999. Best deal ever for iPhone x. Authentic and brand new. Will buy in future for upcoming iPhones from Amazon only . How is iPhone x ? Well I was using iPhone 6s and then note 8. Android from Samsung still lags (notification , seraching,) which I could not accept. First diff I found the Iris scanner is super cool and I almost forget that therw is a password in my phone . Apps way more optimised and faster than note 8. Animations are not laggy. Super easy to use and most importantly its way more secure.",25 Oct 2018,Super cool deal for iphone.,5.0 ,Deb Sankar
Superb..just suberb..,21 Jan 2018,Awesome.,5.0 ,Edzoor
Received product much before committed time. The Charging adaptor is not working which has come in the Box.,02 May 2018,Four Stars,4.0 ,Ashok Kumar
Product is Nice. Still looking good. Looking parts are original. Package is not good. Mentioned delivery date has crossed. Better to aintain delivery date which was entioned at the time of order.,01 Nov 2018,Nice,4.0 ,Naresh Y
"One of the finest device I've ever used. I'd have given a 5 star if the ergonomics were better. Some of the apps are not yet ready for this kind of full display but most of the apps work flawlessly. I would still prefer the form factor of iPhone 7 with a build quality of iPhone x, animozi, display quality and of course face id.",16 Mar 2018,The best from Apple so far,4.0 ,Shrish Chandra
"Still it's very expensive, unable to justify it's price. Better to go for other brands. Technology and software experience is much better on Android nowadays.",03 Apr 2019,Unable to justify the price.,1.0 ,Sandeep Singh
"Extremely disappointed with Iphone X ! It's been 14 days since I bought the phone and already I am unable to hear anything over regular voice calls on the phone! After spending so much I am unable to use the phone for its basic feature.....making calls!! After speaking with Apple customer care for over 2 hours I am yet to receive a solution which may take 2-3 days! But come on!!! It's the basic function of a phone! My worst purchase ever! Also if you still have to waste your money on this ""premium product"" then most definitely don't buy online through Amazon cause they provide zero support. They have a 10day return policy and your phone stops working on 14th day and you are abandoned and left on your own to deal with apple. Who btw don't replace your phone and instead do some ""investigation"" and take their own sweet time. And did I mention the problem is the basic feature of any phone!!!!.... Unable to hear anything on calls!!!! And it doesn't matter what your review or feedback or your experience is .. both Apple and Amazon care more about their ""profit-making policies"" rather than the customer's experience or problems. You can rest assured that your issues and feedback is just background noise to them. What's worse is that this was my gift to my mum. And it turned out to be an utter flop. Never again Amazon nor Apple.",15 Mar 2018,Extremely Disappointing!,1.0 ,Sastry
Very costly,09 Oct 2018,Costly,1.0 ,prasad
"Superb durable, professional camera, real life colour display, loud crystal clear audio, incredible face i'd.",18 Jan 2018,Owesome iphone ever,5.0 ,Arshad khan
"Got Product On Time. Thank you Amazon Phone Is working Great. Just loving it. Excellent touch, camera, face ID, Look. Everything Is Just Perfect",10 Mar 2018,Great Phone.,5.0 ,ankur
Missing headphones from inside a packed box. Didn’t expect that.,18 Feb 2018,Not happy with the purchase,2.0 ,na389
"phone dead after 1 week of use! Screen gone! Amazon says check with icare , icare asks for 55k for replacement! Bought iphone X for 90k! Now I am left with nothing, but to cry and throw this into dump and pay the EMIs which have not started even! An advice- buying an iPhone would be the biggest mistake you do in your life instead feed some poor children! I am doomed already, you please be warned!",28 Oct 2018,Money got dumped!,1.0 ,Amardeep
This is really s great phone,07 Mar 2018,Five Stars,5.0 ,Jay Prakash
Nice and awesome product good phone work perfectly i used since two months quality awesome thank you amazon for the,18 Jan 2019,Nice,5.0 ,Suraj Shaw
Fantastic iPhone you fall in love as you use,21 Jan 2018,Five Stars,5.0 ,Jaideep Singh
It’s original and amazon fulfilled No problem at all,17 Apr 2018,Five Stars,5.0 ,Meghna sarna
Good,07 Feb 2018,Five Stars,5.0 ,Amazon Customer
Good phone,26 Feb 2018,Five Stars,5.0 ,Basi Reddy
Excellent service by amazon the phone is good and battery life is very good,27 Jan 2018,Excellent phone,5.0 ,dr hameem meeran pillai
Wow,11 May 2018,Five Stars,5.0 ,Deva Jyothi Singh
"I love the edge to edge display. The Face ID is unbeatable. I had my deepest desire to own one, fortunately I’ve brought one for myself.",10 Jan 2019,"Awesome, seamless and fluid iPhone experience. Sheer pleasure.",5.0 ,JOBIN ABRAHAM
Outstanding camera,27 Feb 2018,Five Stars,5.0 ,Yogendra Verma
I phone x is totally dfrnt face id is best option 😍,12 Feb 2018,I phone X is totally dfrnt😍,5.0 ,ABBHI RATHORE
LOVE IT !,11 Apr 2018,Five Stars,5.0 ,A KHANNA
I am fully satisfied with the product. The camera is great. Display is crispy. Much better than Samsung and OnePlus. I have OP5T before the camera was below average. The camera on iPhone x is really great. Only con is charging takes more than 1 hour 30 mins as fast charger is not included in the box.,19 Jul 2018,A Brick of glass with great features,5.0 ,karan jain
Loved it!!,24 Jul 2018,Excellect!!,5.0 ,AJ369
Didn't include lightening cable (charger wire) WTF CLOUD TAIL?!,22 Feb 2018,Didn't include lightening cable (charger wire) WTF CLOUD TAIL?!,1.0 ,Sid
"Apple iPhone X (Silver, 64GB) Apple is always known for their build quality and flawless software and the iPhone X is the epitome of their innovation. Have been using it for three weeks now and can safely say that this the best phone currently available in the market, with the Pixel XL a distant second. Pros: - the end to end retina display is absolutely amazing. Apple TrueTone display adjusts better than Android phones with changes in ambient light - software: iOS 11.2.5 is very user friendly and intuitive. My phone hasnt ever lagged or stuttered so far. - pretty good battery backup (easily lasting for an entire day on normal usage) - FaceID is a whole new ball game and apple wins it hands down. It is extremely accurate and easy to use and unlocks your phone as fast as fingerprint and even works in the dark. It is also secure as it checks if you are looking at the phone before performing a FaceID action. This is by far the best feature I felt on iPhone X and is a class apart from android phones. - the camera is really good in daylight and has a host of new features which includes portrait mode. Cons: - I personally dont like the notch at the top and makes the display look a little ugly. - Fast charger is not provided in the box. The charger provided takes very long (~1 hr 45 min) to charge the phone. - Earphones provided are not of the best quality. - Front camera is pretty average and doesnt take exceptional pictures under dim lighting conditions. That said, iPhone X is overpriced and is definitely not value for money. But if you are willing to shell off money to get the best phone in the market then this is what you should buy.",10 Feb 2018,The best phone currently available in the market,5.0 ,Avishek De
Awesome,04 Feb 2018,Five Stars,5.0 ,Devashish Sood
Battery drains very fast,11 May 2018,Three Stars,3.0 ,Mahek Shah
Awesome and worth it,01 Jan 2018,Five Stars,5.0 ,Rakesh Nayak
Great phone it does every thing exceptionally well,24 Mar 2018,Best phone in the market,5.0 ,Joshua vincent
"I've been an iPhone user since iPhone 4. In fact, my whole work platform is based on Apple products. But this time it was quite disappointing to see a faulty device. It's not the seller but the build quality for sure. My phone got stuck after the first restart. It kept showing a black screen and the apple logo, again & again. It's a known issue but very few people got this. I even tried all of the mentioned fixes but none worked. Had to submit the device to Apple service center and now there is a waiting period of at least 10 days, till I get a new device or they fix this one. Very disheartening for such an expensive device. Again, nothing against the seller as they don't have anything to do with this.",22 Jan 2018,iPhone X stuck at black screen with Apple logo,2.0 ,KM
great phone great every feature.....i love my i phone x,21 May 2018,Five Stars,5.0 ,supratim
I have worlds best brand phone from amazon. Thnx amazon & hdfc for providing me great cashback. Features are awesome but battery backup not good. Apple please do something about battery backup. I have not received cash back from hdfc. They yold me to talk to amazon n amazon told me to talk to hdfc bank. Kindly give my cash back.,26 Jan 2018,Excellent mobile.,5.0 ,Manoj
Received my iPhone X 3 days back. Amazon was very supportive in terms of delivery. iPhone X is very impressive by looks and in functionality. Camera is very good and potrait mode even in front camera is superb. Loving this phone!,27 Jan 2018,Camera is very good and pottsit mode even in front camera is superb,5.0 ,Nimit
Really awesome Look like unbelievable Gorgeous beautiful,14 Apr 2018,Excellent,5.0 ,Vikram paul
